PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,label
1.3000788917847004,-2.425225330356992,-0.7252817307834183,-0.02652164248871378,0.8954697136993987,0.2842597057160097,0.6949566159298878,-0.4433821844941111,-0.16754313274470994,-0.8274834539557939,-0.35787863888646004,-1.17260916104806,0.6452548472410735,-0.11509230662399637,0.2327601337990429,-0.13233090132115158,-0.5916445102482893,0.3309628699818405,-0.7819427870094825,0.5760414924724347,0.18633961940919175,0.4498357064410247,-0.2284741656586047,-0.020212877860797014,0.5915160141999529,0.3010711486520635,0.618993822912049,-0.1287270059743753,-0.12899404701273567,0.285306882401219,blues
-1.7368905247337607,0.1232689439822142,1.6381599211418068,2.039350126192485,1.4264751369803552,-0.45715529573403074,1.1874950745991164,-1.7836081411790206,-2.067081008926817,-0.16332580838473956,-0.9879663252919262,-1.9524918605857942,1.042954111975576,1.7382724809532257,-0.1183428739675825,-0.3998525396385249,-0.33949025184956266,0.5188321769885685,0.44157134151993976,0.47734168861721193,-0.20543553226106834,0.2102558364128379,0.2806432886727244,0.2866782766246375,0.4564546276293564,0.6374527924063554,-0.07021874209522173,-0.9806627050097702,-0.08734680524479055,0.5414075193668914,blues
1.1065589745946571,-3.18046267338645,-0.05174089391370543,1.707725418036271,-0.032910208402187745,0.32822379289014136,-0.3019984327528541,1.0266739472065618,0.36770856717937284,0.40592323209573383,0.8946321581624911,-0.11198012516619896,-0.6824360865077721,-1.2171030060630326,-0.5275810242830669,0.7702082062422129,-0.026908597855605832,-0.32087171231169953,-1.3883563482497627,-1.5745218729725179,-0.409337908820049,-1.1558784007485308,-0.07491519746274775,0.2932792241795597,-0.07155123964926355,1.2649350947902709,0.25533046740654747,-0.12376397068610678,-0.20145644873472648,0.007574351574391582,blues
-0.38041601650837115,-0.7112689267482633,-1.0310515022526252,2.2585556993947282,2.212797829821212,-0.4296406593231539,0.9404308988616069,-1.7010941834874107,-1.370014315916236,1.0944660942993938,0.4676319822418277,2.5085982751610616,-0.4442269664482372,-0.5441602095196751,1.7248844883431027,1.4323151782097618,-0.8236595137544216,-1.1511571856998994,0.04350729632011303,-0.749135452962707,-0.7671695601153569,-0.245956224036017,0.5526058118130585,0.14830079558853262,-0.10488287743206169,1.147800474160103,0.12383989158601079,-0.41006832375712093,0.3415871666531679,-0.08568373710683032,blues
-2.795846124554693,-2.6004645209878077,0.3881398482157436,2.4938996936572484,-2.622387630836677,0.8960931465054635,0.1290252935234622,2.103089004925026,1.0098097696870818,0.5839111088419257,-0.8287837091649725,0.36735317366995823,-1.0278516313739103,-0.6840945491862924,1.6026741658251529,1.764362757324993,-1.7851624026589301,0.811418933762635,0.2709407015067896,1.0970493251841626,0.5506862419452084,1.3072415689730228,0.7631400860933948,0.9991267505211961,1.0038967499617644,0.5222873479102116,0.41004557025615856,0.9745806279680641,0.25629361181382115,0.566624071204157,blues
-4.141833960936471,0.5895662819242009,0.7167340367615974,5.2853781680631995,-1.9802317911684382,-1.2019547880762043,2.0511592704322323,1.445428476955318,0.11186795742600188,-2.115266116112529,-3.380950800042965,1.4395774731380089,0.022075687081617376,1.0842406953827646,0.30842822371749623,-0.698991623720197,-1.5733770834392642,-0.9250339423248528,-0.4661989029309846,0.024199132635873855,3.109741700273622,-0.4141407588483953,0.7533541777777051,0.2520449512357715,0.6464431807368147,-0.5485443688143657,1.0422386910329515,0.5464271627439913,0.9411444014231023,0.20864410571438688,blues
-5.887607768077393,1.1145849732210162,0.713166836846938,7.9541794193191935,-1.3242800447602106,-1.947283172079186,0.09264216499645604,0.8270740554017342,1.5231834037309333,2.385335634448777,-3.316264094889902,-0.7697162606125554,-0.2223814661511027,-1.7930300221891937,0.8525447651475819,-1.2085689065014849,0.6287380336707522,-0.595868379117412,1.4402948956728803,1.7303997161274847,1.8467611516849856,0.8130077201449701,-0.5186262933192857,1.098700157931359,0.6903332904150761,2.625194647448296,-0.9326402677790407,2.4756868625461097,-0.684515743144632,-2.672013831835127,blues
-5.052292004578484,-0.34504086951556656,1.0320731667637577,6.461912426113627,-1.7337805441239846,1.6155497839438409,-0.9855782715618661,0.4112950083605459,0.4445720272365271,0.6729444777001344,-1.674459130711249,-0.01546197574236396,0.37203625889300423,-1.5813917360723593,-0.41623028702511106,1.3417225618564406,-1.3230716567822296,0.4115438941133388,-0.24327380004479185,1.751160188662432,2.090237331516417,-0.26839542833895697,-0.6844004634429779,0.5189648601162766,0.7224120495367724,1.5678369691787148,-0.6819340731757763,0.9741124280097379,-0.8076853094154935,-0.6717711397131954,blues
2.756570434240979,-2.1733711923426764,0.13515457133248512,0.7969524931536635,1.1088852137459106,-1.0802866967040843,0.13170033518055468,-0.474458617826216,-1.441474390663416,1.1652750324209047,-0.28415916166520105,0.6319631189855414,-0.4011904695357378,-0.45251377886994915,0.25536266160571075,0.3781494146503604,0.08008272946758,-0.14903114791880717,-1.2863747163133625,-0.11029674730725161,-0.002127167809507426,0.014128442038928697,-0.27524791030922785,1.3897716698403388,0.7617843672213572,0.6345683474144928,0.6700260565796051,0.523395363505585,0.47287313478055476,-0.5175371004063756,blues
-4.220713055252457,-0.4451157824671475,0.7663930438895609,1.678144467911405,-0.2994863268689048,-1.1758505025383024,1.512327417984779,-0.18249117325625305,-0.6427309320421714,-1.3791714246094875,-1.4607814826419836,0.44124471070064714,0.8839003569404835,-0.5050051566313158,0.8450962410245522,-1.8053358890022289,-0.5239463474099406,1.2361772760379743,-0.14134489535511643,0.8831663127229178,0.9420089574917659,0.1758107811266382,0.9019317482618474,1.4043196460645853,0.6291009560080846,1.2498167596556147,0.696671757454745,0.17820227233391098,-0.18343363054085346,-1.3083861733463518,blues
